order_id,order_date,product,region,quantity,unit_price
276,2024-01-01,Printer,West,5,250
277,2024-01-01,Speaker,Central,2,120
278,2024-01-01,Printer,West,4,250
279,2024-01-01,Tablet,East,5,600
280,2024-01-01,Webcam,East,5,90
281,2024-01-01,Speaker,North,5,120
282,2024-01-01,Phone,South,2,800
283,2024-01-01,Keyboard,North,2,80
284,2024-01-01,Monitor,South,5,300
285,2024-01-01,Phone,South,1,800
286,2024-01-01,Webcam,West,5,90
287,2024-01-01,Tablet,East,1,600
288,2024-01-01,Monitor,East,3,300
289,2024-01-01,Tablet,North,2,600
290,2024-01-01,Keyboard,Central,2,80
291,2024-01-01,Webcam,North,5,90
292,2024-01-01,Monitor,South,3,300
293,2024-01-01,Headphones,North,1,150
294,2024-01-01,Headphones,East,5,150
295,2024-01-01,Speaker,East,4,120
296,2024-01-01,Phone,West,3,800
297,2024-01-01,Webcam,East,5,90
298,2024-01-01,Printer,West,4,250
299,2024-01-01,Phone,Central,1,800
300,2024-01-01,Webcam,East,5,90
301,2024-01-01,Keyboard,North,1,80
302,2024-01-01,Monitor,Central,5,300
303,2024-01-01,Laptop,East,5,1200
304,2024-01-01,Laptop,South,4,1200
305,2024-01-01,Printer,West,3,250
306,2024-01-01,Headphones,Central,4,150
307,2024-01-01,Tablet,North,4,600
308,2024-01-01,Mouse,West,3,40
309,2024-01-01,Mouse,North,2,40
310,2024-01-01,Mouse,West,4,40
311,2024-01-01,Keyboard,West,5,80
312,2024-01-01,Laptop,West,1,1200
313,2024-01-01,Mouse,East,3,40
314,2024-01-01,Phone,West,5,800
315,2024-01-01,Laptop,Central,4,1200
316,2024-01-01,Webcam,North,2,90
317,2024-01-01,Printer,East,5,250
318,2024-01-01,Tablet,West,1,600
319,2024-01-01,Monitor,East,5,300
320,2024-01-01,Headphones,East,4,150
321,2024-01-01,Tablet,North,1,600
322,2024-01-01,Speaker,South,2,120
323,2024-01-01,Keyboard,Central,1,80
324,2024-01-01,Printer,West,1,250
325,2024-01-01,Monitor,North,4,300
326,2024-01-01,Phone,South,4,800
327,2024-01-01,Keyboard,Central,3,80
328,2024-01-01,Webcam,West,4,90
329,2024-01-01,Monitor,West,5,300
330,2024-01-01,Headphones,West,2,150
331,2024-01-01,Speaker,Central,2,120
332,2024-01-01,Phone,East,4,800
333,2024-01-01,Mouse,Central,3,40
334,2024-01-01,Laptop,East,3,1200
335,2024-01-01,Speaker,Central,4,120
336,2024-01-01,Headphones,West,5,150
337,2024-01-01,Tablet,East,3,600
338,2024-01-01,Printer,Central,4,250
339,2024-01-01,Tablet,East,2,600
340,2024-01-01,Monitor,Central,4,300
341,2024-01-01,Monitor,West,1,300
342,2024-01-01,Mouse,West,4,40
343,2024-01-01,Webcam,South,4,90
344,2024-01-01,Laptop,South,5,1200
345,2024-01-01,Speaker,East,1,120
346,2024-01-01,Tablet,North,5,600
347,2024-01-01,Tablet,North,2,600
348,2024-01-01,Webcam,South,1,90
349,2024-01-01,Tablet,East,3,600
350,2024-01-01,Speaker,West,1,120
351,2024-01-01,Mouse,Central,4,40
352,2024-01-01,Mouse,West,5,40
353,2024-01-01,Laptop,Central,1,1200
354,2024-01-01,Monitor,East,2,300
355,2024-01-01,Phone,West,1,800
356,2024-01-01,Phone,West,2,800
357,2024-01-01,Keyboard,North,1,80
358,2024-01-01,Mouse,North,3,40
359,2024-01-01,Mouse,East,4,40
360,2024-01-01,Headphones,South,5,150
361,2024-01-01,Webcam,Central,2,90
362,2024-01-01,Headphones,South,1,150
363,2024-01-01,Speaker,West,5,120
364,2024-01-01,Monitor,West,5,300
365,2024-01-01,Headphones,South,4,150
366,2024-01-01,Keyboard,West,3,80
367,2024-01-01,Laptop,West,3,1200
368,2024-01-01,Printer,South,1,250
369,2024-01-01,Tablet,East,5,600
370,2024-01-01,Keyboard,West,3,80
371,2024-01-01,Tablet,East,2,600
372,2024-01-01,Webcam,West,1,90
373,2024-01-01,Monitor,West,5,300
374,2024-01-01,Mouse,Central,3,40
375,2024-01-01,Keyboard,North,4,80
376,2024-01-01,Keyboard,North,5,80
377,2024-01-01,Laptop,Central,4,1200
378,2024-01-01,Keyboard,South,5,80
379,2024-01-01,Mouse,South,2,40
380,2024-01-01,Speaker,East,2,120
381,2024-01-01,Phone,North,3,800
382,2024-01-01,Tablet,North,5,600
383,2024-01-01,Mouse,South,1,40
384,2024-01-01,Keyboard,East,4,80
385,2024-01-01,Headphones,South,2,150
386,2024-01-01,Printer,East,5,250
387,2024-01-01,Printer,East,2,250
388,2024-01-01,Keyboard,West,3,80
389,2024-01-01,Mouse,North,4,40
390,2024-01-01,Phone,South,2,800
391,2024-01-01,Webcam,Central,3,90
392,2024-01-01,Phone,West,1,800
393,2024-01-01,Keyboard,Central,1,80
394,2024-01-01,Tablet,East,3,600
395,2024-01-01,Speaker,West,3,120
396,2024-01-01,Phone,South,4,800
397,2024-01-01,Laptop,Central,5,1200
398,2024-01-01,Mouse,Central,2,40
399,2024-01-01,Phone,West,3,800
400,2024-01-01,Webcam,North,2,90
401,2024-01-01,Laptop,North,3,1200
402,2024-01-01,Tablet,North,1,600
403,2024-01-01,Monitor,Central,2,300
404,2024-01-01,Webcam,West,3,90
405,2024-01-01,Printer,West,5,250
406,2024-01-01,Headphones,West,1,150
407,2024-01-01,Tablet,Central,4,600
408,2024-01-01,Keyboard,North,3,80
409,2024-01-01,Monitor,West,4,300
410,2024-01-01,Monitor,East,1,300
411,2024-01-01,Mouse,Central,3,40
412,2024-01-01,Laptop,West,3,1200
413,2024-01-01,Monitor,North,4,300
414,2024-01-01,Phone,South,5,800
415,2024-01-01,Laptop,North,3,1200
416,2024-01-01,Monitor,South,5,300
417,2024-01-01,Monitor,North,5,300
418,2024-01-01,Monitor,Central,2,300
419,2024-01-01,Monitor,East,2,300
420,2024-01-01,Speaker,North,3,120
421,2024-01-01,Headphones,South,5,150
422,2024-01-01,Keyboard,South,1,80
423,2024-01-01,Laptop,South,1,1200
424,2024-01-01,Mouse,South,5,40
425,2024-01-01,Mouse,North,2,40
426,2024-01-01,Keyboard,North,2,80
427,2024-01-01,Webcam,Central,1,90
428,2024-01-01,Phone,West,4,800
429,2024-01-01,Mouse,Central,5,40
430,2024-01-01,Phone,West,5,800
431,2024-01-01,Monitor,Central,1,300
432,2024-01-01,Printer,East,4,250
433,2024-01-01,Laptop,North,4,1200
434,2024-01-01,Webcam,West,1,90
435,2024-01-01,Tablet,West,1,600
436,2024-01-01,Phone,East,5,800
437,2024-01-01,Headphones,North,2,150
438,2024-01-01,Keyboard,Central,5,80
439,2024-01-01,Printer,East,4,250
440,2024-01-01,Speaker,Central,3,120
441,2024-01-01,Tablet,Central,5,600
442,2024-01-01,Webcam,North,1,90
443,2024-01-01,Printer,South,4,250
444,2024-01-01,Tablet,South,4,600
445,2024-01-01,Mouse,West,4,40
446,2024-01-01,Webcam,North,3,90
447,2024-01-01,Webcam,East,3,90
448,2024-01-01,Mouse,South,4,40
449,2024-01-01,Phone,North,1,800
450,2024-01-01,Phone,West,1,800
451,2024-01-01,Mouse,South,5,40
452,2024-01-01,Laptop,Central,5,1200
453,2024-01-01,Printer,East,1,250
454,2024-01-01,Webcam,East,4,90
455,2024-01-01,Laptop,East,5,1200
456,2024-01-01,Keyboard,East,1,80
457,2024-01-01,Speaker,Central,2,120
458,2024-01-01,Headphones,West,2,150
459,2024-01-01,Phone,East,5,800
460,2024-01-01,Mouse,North,3,40
461,2024-01-01,Speaker,South,4,120
462,2024-01-01,Printer,Central,5,250
463,2024-01-01,Printer,North,5,250
464,2024-01-01,Keyboard,North,2,80
465,2024-01-01,Keyboard,East,3,80
466,2024-01-01,Mouse,North,2,40
467,2024-01-01,Headphones,Central,4,150
468,2024-01-01,Phone,South,1,800
469,2024-01-01,Phone,Central,2,800
470,2024-01-01,Webcam,West,4,90
471,2024-01-01,Mouse,South,3,40
472,2024-01-01,Keyboard,East,5,80
473,2024-01-01,Speaker,North,1,120
474,2024-01-01,Headphones,South,5,150
475,2024-01-01,Laptop,North,3,1200
476,2024-01-01,Tablet,West,4,600
477,2024-01-01,Speaker,West,4,120
478,2024-01-01,Keyboard,South,5,80
479,2024-01-01,Phone,East,4,800
480,2024-01-01,Phone,East,5,800
481,2024-01-01,Tablet,Central,3,600
482,2024-01-01,Laptop,South,4,1200
483,2024-01-01,Speaker,North,1,120
484,2024-01-01,Monitor,East,2,300
485,2024-01-01,Headphones,East,3,150
486,2024-01-01,Mouse,North,1,40
487,2024-01-01,Tablet,West,2,600
488,2024-01-01,Headphones,West,5,150
489,2024-01-01,Monitor,Central,5,300
490,2024-01-01,Mouse,North,4,40
491,2024-01-01,Laptop,West,1,1200
492,2024-01-01,Tablet,North,3,600
493,2024-01-01,Speaker,West,5,120
494,2024-01-01,Webcam,West,3,90
495,2024-01-01,Phone,West,1,800
496,2024-01-01,Mouse,South,5,40
497,2024-01-01,Tablet,East,1,600
498,2024-01-01,Webcam,North,2,90
499,2024-01-01,Webcam,Central,4,90
500,2024-01-01,Printer,North,4,250
501,2024-01-01,Keyboard,East,2,80
502,2024-01-01,Mouse,South,1,40
503,2024-01-01,Printer,North,5,250
504,2024-01-01,Printer,South,3,250
505,2024-01-01,Mouse,South,2,40
506,2024-01-01,Phone,South,3,800
507,2024-01-01,Monitor,South,5,300
508,2024-01-01,Headphones,North,2,150
509,2024-01-01,Tablet,West,5,600
510,2024-01-01,Speaker,West,5,120
511,2024-01-01,Speaker,East,3,120
512,2024-01-01,Headphones,West,1,150
513,2024-01-01,Tablet,West,3,600
514,2024-01-01,Keyboard,Central,1,80
515,2024-01-01,Mouse,Central,1,40
516,2024-01-01,Keyboard,West,4,80
517,2024-01-01,Laptop,North,3,1200
518,2024-01-01,Keyboard,North,1,80
519,2024-01-01,Speaker,Central,5,120
520,2024-01-01,Webcam,West,5,90
521,2024-01-01,Printer,North,4,250
522,2024-01-01,Speaker,South,3,120
523,2024-01-01,Speaker,West,5,120
524,2024-01-01,Headphones,North,4,150
525,2024-01-01,Phone,East,1,800
526,2024-01-01,Printer,South,1,250
527,2024-01-01,Monitor,West,4,300
528,2024-01-01,Printer,Central,5,250
529,2024-01-01,Headphones,East,3,150
530,2024-01-01,Keyboard,West,4,80
531,2024-01-01,Mouse,Central,1,40
532,2024-01-01,Mouse,North,3,40
533,2024-01-01,Phone,Central,4,800
534,2024-01-01,Keyboard,East,5,80
535,2024-01-01,Headphones,East,1,150
536,2024-01-01,Speaker,South,3,120
537,2024-01-01,Keyboard,West,2,80
538,2024-01-01,Speaker,North,3,120
539,2024-01-01,Printer,West,3,250
540,2024-01-01,Headphones,Central,1,150
541,2024-01-01,Webcam,Central,3,90
542,2024-01-01,Laptop,East,3,1200
543,2024-01-01,Headphones,South,3,150
544,2024-01-01,Tablet,South,2,600
545,2024-01-01,Headphones,South,1,150
546,2024-01-01,Keyboard,North,5,80
547,2024-01-01,Printer,Central,1,250
548,2024-01-01,Mouse,Central,2,40
549,2024-01-01,Speaker,West,2,120
550,2024-01-01,Headphones,South,5,150
551,2024-01-01,Headphones,West,1,150
552,2024-01-01,Webcam,East,2,90
553,2024-01-01,Tablet,Central,3,600
554,2024-01-01,Tablet,South,5,600
555,2024-01-01,Monitor,East,4,300
556,2024-01-01,Monitor,East,5,300
557,2024-01-01,Tablet,West,3,600
558,2024-01-01,Webcam,Central,5,90
559,2024-01-01,Webcam,South,2,90
560,2024-01-01,Speaker,South,3,120
561,2024-01-01,Laptop,West,3,1200
562,2024-01-01,Printer,North,5,250
563,2024-01-01,Phone,East,1,800
564,2024-01-01,Headphones,East,4,150
565,2024-01-01,Printer,South,4,250
566,2024-01-01,Phone,South,4,800
567,2024-01-01,Mouse,North,4,40
568,2024-01-01,Laptop,West,5,1200
569,2024-01-01,Mouse,South,4,40
570,2024-01-01,Phone,East,2,800
571,2024-01-01,Laptop,East,1,1200
572,2024-01-01,Mouse,South,2,40
573,2024-01-01,Laptop,East,4,1200
574,2024-01-01,Headphones,West,4,150
575,2024-01-01,Speaker,North,1,120
576,2024-01-01,Laptop,East,2,1200
577,2024-01-01,Headphones,Central,5,150
578,2024-01-01,Printer,West,1,250
579,2024-01-01,Keyboard,South,3,80
580,2024-01-01,Phone,North,2,800
581,2024-01-01,Webcam,Central,4,90
582,2024-01-01,Phone,North,4,800
583,2024-01-01,Speaker,Central,1,120
584,2024-01-01,Printer,Central,2,250
585,2024-01-01,Headphones,East,4,150
586,2024-01-01,Laptop,Central,3,1200
587,2024-01-01,Monitor,Central,4,300
588,2024-01-01,Headphones,North,5,150
589,2024-01-01,Mouse,North,5,40
590,2024-01-01,Printer,Central,5,250
591,2024-01-01,Printer,North,4,250
592,2024-01-01,Tablet,North,4,600
593,2024-01-01,Mouse,East,1,40
594,2024-01-01,Mouse,North,3,40
595,2024-01-01,Monitor,North,5,300
596,2024-01-01,Mouse,South,1,40
597,2024-01-01,Mouse,Central,3,40
598,2024-01-01,Headphones,West,4,150
599,2024-01-01,Headphones,South,1,150
600,2024-01-01,Tablet,North,3,600
601,2024-01-01,Monitor,North,2,300
602,2024-01-01,Laptop,East,3,1200
603,2024-01-01,Printer,West,5,250
604,2024-01-01,Tablet,East,1,600
605,2024-01-01,Monitor,East,3,300
606,2024-01-01,Laptop,East,3,1200
607,2024-01-01,Phone,East,4,800
608,2024-01-01,Webcam,West,4,90
609,2024-01-01,Mouse,South,4,40
610,2024-01-01,Tablet,East,5,600
611,2024-01-01,Keyboard,North,4,80
612,2024-01-01,Phone,West,5,800
613,2024-01-01,Headphones,Central,3,150
614,2024-01-01,Mouse,North,1,40
615,2024-01-01,Mouse,East,3,40
616,2024-01-01,Tablet,Central,4,600
617,2024-01-01,Headphones,West,3,150
618,2024-01-01,Tablet,North,3,600
619,2024-01-01,Speaker,West,3,120
620,2024-01-01,Laptop,North,4,1200
621,2024-01-01,Mouse,Central,2,40
622,2024-01-01,Laptop,South,5,1200
623,2024-01-01,Tablet,North,2,600
624,2024-01-01,Phone,South,3,800
625,2024-01-01,Mouse,West,5,40
626,2024-01-01,Laptop,Central,2,1200
627,2024-01-01,Tablet,East,3,600
628,2024-01-01,Tablet,North,5,600
629,2024-01-01,Headphones,Central,3,150
630,2024-01-01,Webcam,East,3,90
631,2024-01-01,Monitor,North,1,300
632,2024-01-01,Headphones,West,5,150
633,2024-01-01,Webcam,Central,1,90
634,2024-01-01,Keyboard,East,4,80
635,2024-01-01,Monitor,Central,3,300
636,2024-01-01,Tablet,South,1,600
637,2024-01-01,Headphones,North,4,150
638,2024-01-01,Headphones,West,1,150
639,2024-01-01,Mouse,East,1,40
640,2024-01-01,Printer,Central,3,250
641,2024-01-01,Keyboard,South,2,80
642,2024-01-01,Mouse,Central,2,40
643,2024-01-01,Phone,South,2,800
644,2024-01-01,Monitor,West,1,300
645,2024-01-01,Mouse,Central,5,40
646,2024-01-01,Mouse,West,5,40
647,2024-01-01,Headphones,Central,1,150
648,2024-01-01,Phone,East,4,800
649,2024-01-01,Tablet,Central,4,600
650,2024-01-01,Webcam,Central,1,90
651,2024-01-01,Headphones,East,1,150
652,2024-01-01,Tablet,West,5,600
653,2024-01-01,Mouse,South,5,40
654,2024-01-01,Speaker,South,2,120
655,2024-01-01,Webcam,Central,1,90
656,2024-01-01,Phone,Central,2,800
657,2024-01-01,Keyboard,South,2,80
658,2024-01-01,Mouse,South,3,40
659,2024-01-01,Printer,East,1,250
660,2024-01-01,Keyboard,South,5,80
661,2024-01-01,Keyboard,South,3,80
662,2024-01-01,Speaker,Central,1,120
663,2024-01-01,Printer,South,5,250
664,2024-01-01,Speaker,South,2,120
665,2024-01-01,Speaker,Central,3,120
666,2024-01-01,Speaker,North,1,120
667,2024-01-01,Phone,North,5,800
668,2024-01-01,Keyboard,South,5,80
669,2024-01-01,Webcam,Central,1,90
670,2024-01-01,Tablet,Central,3,600
671,2024-01-01,Keyboard,West,2,80
672,2024-01-01,Webcam,East,4,90
673,2024-01-01,Phone,North,2,800
674,2024-01-01,Tablet,West,4,600
675,2024-01-01,Tablet,South,3,600
676,2024-01-01,Speaker,South,3,120
677,2024-01-01,Mouse,East,4,40
678,2024-01-01,Headphones,East,5,150
679,2024-01-01,Printer,North,3,250
680,2024-01-01,Monitor,West,1,300
681,2024-01-01,Keyboard,West,2,80
682,2024-01-01,Headphones,North,1,150
683,2024-01-01,Keyboard,West,5,80
684,2024-01-01,Webcam,South,2,90
685,2024-01-01,Mouse,Central,3,40
686,2024-01-01,Monitor,South,4,300
687,2024-01-01,Printer,West,4,250
688,2024-01-01,Keyboard,West,1,80
689,2024-01-01,Phone,West,5,800
690,2024-01-01,Tablet,South,2,600
691,2024-01-01,Speaker,East,1,120
